smiles,A,V,N,H,J,B,S,C,D,R,G,P,M,L
NS(=O)(=O)C1=C(Cl)C=C2NC(C3CC4C=CC3C4)NS(=O)(=O)C2=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CNC(=O)C1=C(I)C(C(=O)O)=C(I)C(NC(C)=O)=C1I,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)CCOCCOC(=O)C1(C2=CC=CC=C2)CCCC1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
O=C1OC2(C3=CC=C(O)C=C3OC3=C2C=CC(O)=C3)C2=CC=CC=C12,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CC#N)C2SC1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(NCCC1=CC=C(O)C=C1)C(O)C1=CC=C(O)C=C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(CC(O)(C(C)=O)CC3OC3CC(N)C(O)C(C)O3)C(O)=C1C2=O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=C(OCC(O)CO)C1=CC=CC=C1NC1=CC=NC2=C(C(F)(F)F)C=CC=C12,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C1CN2CCOC2(C2=CC=CC=C2Cl)C2=C(C=CC(Cl)=C2)N1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C(OC1CN2CCC1CC2)N1CCC2=CC=CC=C2C1C1=CC=CC=C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCCCOC1=CC=C(CC(=O)NO)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,0,0,0,0,0,0,1,0,1,0,0,0,0,0
COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(CC(O)(C(=O)CO)CC3OC3CC(N)C(O)C(C)O3)C(O)=C1C2=O,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COC(=O)NC(C(=O)NC(CC1=CC=CC=C1)C(O)CN(CC1=CC=C(C2=CC=CC=N2)C=C1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NC(C(=O)O)C(O)C1=CC(O)=C(O)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC(=O)OC1=CC=C(C(=C2CCCCC2)C2=CC=C(OC(C)=O)C=C2)C=C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
O=S(=O)(O)C1=CC(O)=CC=C1O,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CC1(C)SC2C(NC(=O)C(C(=O)OC3=CC=C4CCCC4=C3)C3=CC=CC=C3)C(=O)N2C1C(=O)[O-],0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN(CCCN1C2=CC=CC=C2CCC2=CC=CC=C21)CC(=O)C1=CC=C(Cl)C=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COC1=CC=C2C(=O)C(C)=C(C3=CC=CC=C3)OC2=C1CN(C)C,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCCCC1(COC(=O)CCC(=O)O)C(=O)N(C2=CC=CC=C2)N(C2=CC=CC=C2)C1=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COC12CC(COC(=O)C3=CC(Br)=CN=C3)CN(C)C1CC1=CN(C)C3=CC=CC2=C13,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN1CCN=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(C=CC(Cl)=C2)NC1=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C#CC1(OC(C)=O)CCC2C3CCC4=CC(OC(C)=O)CCC4C3CCC21C,0,0,0,0,0,0,0,0,0,0,1,0,0,0
C(=CC1=CC=CC=C1)CN1CCN(C(C2=CC=CC=C2)C2=CC=CC=C2)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COC(=O)C(C1=CC=CC=C1)C1CCCCN1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=CC=CN=C32)CC1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CCCCCCC(=O)OC1CCC2C3CCC4CC(=O)C=C(C)C4(C)C3CCC12C,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NNC1=NN=CC2=CC=CC=C12,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FC1=CC=C(C(C2=CC=C(F)C=C2)N2CCN(CC=CC3=CC=CC=C3)CC2)C=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COC1=CC(N)=CN=[N+]1C1=CC=CC=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC(C)=CCC1C(=O)N(C2=CC=CC=C2)N(C2=CC=CC=C2)C1=O,0,0,0,0,0,0,0,0,0,0,0,0,1,0
COC1=CC(C(=O)NC2CCCNC2)=CC(OC)=C1OC,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1=CC=C(OC)C(C(O)CNC(=O)CN)=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1(C)OC2CC3C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CCl)O1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C=CCC1(C(C)CCC)C(=O)[N-]C(=O)NC1=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(=O)NC1=C(I)C(N(C)C(C)=O)=C(I)C(C(=O)NC2C(O)OC(CO)C(O)C2O)=C1I,0,1,0,0,0,0,0,0,0,0,0,0,0,0
O=C(CCOCCOCCOCCOCCC(=O)NC1=C(I)C=C(I)C(C(=O)O)=C1I)NC1=C(I)C=C(I)C(C(=O)O)=C1I,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NC1=C(I)C=C(I)C(C(=O)N(CCC(=O)O)C2=CC=CC=C2)=C1I,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCN1C(=O)C2=CC=CC=C2N(C)C2=CC=CC=C21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC1COC2(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)NC(=O)CN12,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC1=CC=CC(CN2CCN(C(C3=CC=CC=C3)C3=CC=C(Cl)C=C3)CC2)=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC(=C(CCOC(=O)C(C)C)SSC(CCOC(=O)C(C)C)=C(C)N(C=O)CC1=CN=C(C)N=C1N)N(C=O)CC1=CN=C(C)N=C1N,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOC([O-])=NC1=C[N+](N2CCOCC2)=NO1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN(C)CCOC1=CC2=CC=CC=C2SC2=C1C=C(Cl)C=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COC1CC(OC2C(C)C(=O)OC(C)C(C)C(OC(C)=O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3OC(C)=O)C2C)OC(C)C1OC(C)=O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C1=CC=C2C(=C1)SC1=CC=CC=C1N2CC1CN2CCC1CC2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC(C(=O)O)C1=CC=C(C(=O)C2=CC=CC=C2)S1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCN(CC)CCCN(C1=CC=CC=C1)C1CC2=CC=CC=C2C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC(=O)OCC(=O)C1(OC(C)=O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CCC1=CC2=C(S1)N(C)C(=O)CN=C2C1=CC=CC=C1Cl,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN1CCC(=C2C3=CC=CC=C3CC(=O)C3=C2C=CS3)CC1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
COC1=CC=CC=C1N1CCN(CCCNC2=CC(=O)N(C)C(=O)N2C)CC1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S=C1SCN(CC2=CC=CC=C2)CN1CC1=CC=CC=C1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CN(C)CCOC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)[O-])CC21,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CC(C)OC1=CC2=C(C=C1)C(=O)C(C1=CC=CC=C1)=CO2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C=CCN1CCC23C4=C5C=CC(O)=C4OC2C(=O)CCC3(O)C1C5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)C(=CC=CC=CC=CC2=[N+](CCCCS(=O)(=O)[O-])C3=CC=C4C=CC=CC4=C3C2(C)C)N(CCCCS(=O)(=O)[O-])C2=CC=C3C=CC=CC3=C21,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
O=C(O)CCC(=O)C1=CC=C(C2=CC=CC=C2)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
O=C(O)C1=CC=C(NC(=O)C(CC2=CC=C(O)C=C2)NC(=O)C2=CC=CC=C2)C=C1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C1=CC2=C(CCCC2)C(NC2=NCCN2)=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCN(CC)C(=O)NC1CC2C3=C4C(=CNC4=CC=C3)CC2N(C)C1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,1,0,0,0,1,0,0,0,0,0,0,0,0,0
O=C(OCC(O)CO)C1=CC=CC=C1NC1=CC=NC2=CC(Cl)=CC=C12,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN1C(=O)CN=C(C2=CC=CC=C2F)C2=C1C=CC(Cl)=C2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COC1=CC=CC(C2(O)CCCCC2CN(C)C)=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COCCOC1=CN=C([N-]S(=O)(=O)C2=CC=CC=C2)N=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,0,0,1,0,0,1,1,1,1,0,0,0,0
CN1CCN2C3=CC=CC=C3CC3=CC=CC=C3C2C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)NCC(O)C1=CC(Cl)=C(N)C(Cl)=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CCOC(=O)CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,0,0,0,0,1,0,1,0,1,0,0,0,0,0
CC(C)(C)NCC(O)C1=CC=CC=C1Cl,0,0,0,0,0,0,0,0,0,1,0,0,0,0
O=C(O)C1(C(=O)O)CCC1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC1=CC(=O)N(O)C(C2CCCCC2)=C1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CCOC1=C(OCC)C=C(C(=O)CCC(=O)O)C(OCC)=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(=O)O,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0,0,0,0,0,0,1,1,1,0,0,0,0,0
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,0,0,0,0,0,0,0,0,0,0,1,0,0,0
COC1=CC=C(CCNCC(O)COC2=CC=CC(C)=C2)C=C1OC,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NC1=C2N=CN(C3CC(O)C(CO)O3)C2=NC(Cl)=N1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCOC(=O)C1=CC2(CC)CCCN3CCC4=C(C32)N1C1=CC=CC=C41,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN1CCN(C(=O)OC2C3=NC=CN=C3C(=O)N2C2=NC=C(Cl)C=C2)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COC1=CC=C(CC(C)NCC(O)C2=CC=C(O)C(NC=O)=C2)C=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C=CCC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CC(=O)OC1CCC2C3CCC4CC(=O)C=C(C)C4(C)C3CCC12C,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)NCC1=C(I)C(C(=O)O)=C(I)C(NC(C)=O)=C1I,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CC[N+]1(CC)CCC(=C(C2=CC=CC=C2)C2=CC=CC=C2)C1C,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1OC(OC2C=C3CCC4C(CCC5(C)C(C6=COC(=O)C=C6)CCC45O)C3(C)CC2)C(O)C(O)C1O,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1=C(C(C)C)C(=O)N(C2=CC=CC=C2)N1C,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCC1(CC)C(=O)NC(=O)N(C)C1=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)C1(C2=CC=CC=C2)CCN(C)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC1=CC(N(C)C(=S)OC2=CC3=C(C=C2)C2CCC3C2)=CC=C1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=C(COCCOCCOCC(=O)NC1=C(I)C=C(I)C(C(=O)O)=C1I)NC1=C(I)C=C(I)C(C(=O)O)=C1I,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCC(O)(C1=CC=CC=C1)C1=CC=CC=C1Cl,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC(C)NCC(O)C1=CC=C(O)C(O)=C1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
CC(C)C(Br)C(=O)NC(N)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3=CC=CC4=C3CCC4)CSC12)C1=CSC(N)=N1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1,0,0,1,0,0,1,1,1,1,0,0,0,0
NCC(O)C1=CC=CC(O)=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1=C(C)C2=C(CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2)C(C)=C1OC(=O)CCC(=O)[O-],1,0,0,0,0,0,0,0,0,0,0,0,0,0
CS(=O)(=O)C1=CC=C(C(O)C(CO)NC(=O)C(Cl)Cl)C=C1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12,1,0,0,0,0,0,0,0,0,1,1,0,1,0
CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=CC=C32)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCCC(=O)OC1CCC2C3CCC4=C(C=CC(O)=C4)C3CCC12C,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CCC1(O)CCC2C3CCC4=CCCCC4C3CCC21C,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(OC(=O)OC1CCCCC1)OC(=O)C1=C(CSC2=NN=NN2CCN(C)C)CSC2C(NC(=O)CC3=CSC(N)=N3)C(=O)N12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O=C(OCC1=CC=CC=C1)C1=CN=CC=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NC1=CC=C(C(=O)NCC(=O)[O-])C=C1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CCS(=O)(=O)CCN1C([N+](=O)[O-])=CN=C1C,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CC(COC1=CC=CC=C1CC1=CC=CC=C1)N1CCCCC1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
O=P(O)(O)OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
CC(S)C(=O)NCC(=O)O,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CCN1C=C(C(=O)O)C(=O)C2=CN=C(N3CCCC3)N=C21,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NS(=O)(=O)C1=C(Cl)C=C2CN(C3CCCCC3)C(=O)C2=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1=C(NC(=O)C2=CN=CC=C2)C(=O)N(C2=CC=CC=C2)N1C,0,0,1,0,0,0,0,0,0,0,0,0,1,0
CCN(CC)CCOC1=CC=CC=C1C(=O)CCC1=CC=CC=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(C)CC3)C=C2)C=C1NC1=NC=CC(C2=CC=CN=C2)=N1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O,1,0,0,1,0,0,1,1,1,0,0,0,0,0
CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(S(=O)(=O)N(C)C)C=C32)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCCC[N+]1(C)C2CC(OC(=O)C(CO)C3=CC=CC=C3)CC1C1OC12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCC(=O)CCC1C(O)CC(O)C1CC=CCCCC(=O)OC(C)C,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CC1=CC=C(Cl)C(OCC(O)CNC(C)(C)C)=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C1=CC=C(C2(C3=CC=CC=C3)CC2C2=NCCN2)C=C1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCCCC(O)C=C(C)C=CC=CC(=O)N1CCCC1=O,0,0,0,0,0,0,0,0,1,0,0,0,0,0
O=S(=O)([O-])CCS,0,1,0,0,0,0,0,0,0,1,0,0,0,0
CCN(CC)C(=O)NC1C=C2C3=CC=CC4=C3C(=CN4)CC2N(C)C1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C(C)(C)C,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CCN(CC)CC1=NC=CN1C1=CC=C([N+](=O)[O-])C=C1C(=O)C1=CC=CC=C1Cl,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCOC1=CC=CC=C1C(N)=O,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(=O)OCC(=O)NCCCOC1=CC=CC(CN2CCCCC2)=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)C)CC(O)CC1O,0,0,0,0,0,0,0,0,1,0,0,0,0,0
COC1(CC(=O)CSC(F)F)C(=O)N2C(C(=O)[O-])=C(CSC3=NN=NN3CCO)COC21,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)OC(C)OC(=O)C(C)C1=CC(F)=C(C2=CC=CC=C2)C=C1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)CCC1CCCCC1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
OCCN1CCN(CCCN2C3=CC=CC=C3C=CC3=CC=CC=C32)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)C1=CC=C(C(=O)CCCN2CCC(OC(C3=CC=CC=C3)C3=CC=CC=C3)CC2)C=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NC1=C(Br)C=C(Br)C=C1CNC1CCC(O)CC1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ClC1=CC=C(C(CN2C=CN=C2)OCC2=C(Cl)C=CC=C2Cl)C(Cl)=C1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
COC1=CC=C2CC3C4CCC(O)C5OC1=C2C45CCN3C,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
N#CC1=CC2=C(C=C1)SC1=CC=CC=C1N2CCCN1CCC(O)CC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CN(C)C1C(=O)C(C(=O)NCN2CCCC2)=C(O)C2(O)C(=O)C3=C(O)C4=C(O)C=CC=C4C(C)(O)C3CC12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1(C)SC2C(NC(=O)C(C3=CC=CC=C3)S(=O)(=O)[O-])C(=O)N2C1C(=O)[O-],0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(CC(C#N)(C1=CC=CC=C1)C(C)C)N(C)C,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN1CCCC(=C(C2=CC=CS2)C2=CC=CS2)C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(N=CN3CCCCCC3)C2SC1(C)C,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCC(COC(=O)C1=CC(OC)=C(OC)C(OC)=C1)(C1=CC=CC=C1)N(C)C,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=NNC(=O)C1=CC=NC=C1)C(=O)[O-],0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC1=CC=C2CC3C4CCCCC4(CCN3C)C2=C1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CC1=CC=C(C(=O)C(C)CN2CCCCC2)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)C1=CC=CC(S(=O)(=O)[O-])=C1,1,0,0,1,0,0,1,1,1,1,0,0,0,0
CC(=O)C1=CC2=CC=CC(OCC(O)C[NH2+]C(C)C)=C2O1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C=C(C)CNC1=CC=C(C(C)C(=O)O)C=C1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CCC1=CC2=C(S1)N1C(C)=NN=C1CN=C2C1=CC=CC=C1Cl,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)OC1=C(C)C2=C(OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2)C(C)=C1C,0,0,0,0,0,0,0,0,1,0,0,0,0,1
O=C(CN1C=NN=N1)NC1C(=O)N2C(C(=O)[O-])=C(CSC3=NN=CS3)CSC12,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1=CC=C2SC3=CC=CC=C3N(CC(C)CN(C)C)C2=C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)CCNC(=O)C1=CC(S(C)(=O)=O)=CC=C1OC,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CN1C2=CC(O)=C(N=NC(N)=O)C=C2CC1S(=O)(=O)[O-],0,0,0,0,0,1,0,0,0,0,0,0,0,0
CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC(C)=N1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)=CCCC(C)=CCCC(C)=CCCC(=O)OCC=C(C)CCC=C(C)C,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1=C(C)C2=C(CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2)C(C)=C1OC(=O)C1=CN=CC=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN1C=C(C(=O)O)C(=O)C2=CN=C(N3CCNCC3)N=C21,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C[N+]1(C)CCCCC1COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
